Building:,304 Elm,YUAG,Berkeley College,Grace Hopper College,Davenport College,Malone Engineering,Sprague Hall,Trumbull College,17 Hillhouse Ave.
units:,ton-hrs,ton-hrs,tons,ton-hrs,MBTU,MBTU,MBTU,ton-hrs,ton-hrs
13-Jun-18 06:00:00,83739,23505768,24.84,970571,5438143,37164120,3402547,2233104,15094439
13-Jun-18 07:00:00,83743,23505873,65.45,970579,5438681,37164304,3402696,2233161,15094617
13-Jun-18 08:00:00,83747,23506054,62.33,970597,5439312,37165488,3402968,2233223,15094883
13-Jun-18 09:00:00,83752,23506235,68.13,970615,5440037,37166824,3403317,2233284,15095194
13-Jun-18 10:00:00,83757,23506506,73.05,970638,5440768,37168356,3403688,2233345,15095543
13-Jun-18 11:00:00,83763,23506725,68.77,970668,5441516,37170024,3404072,2233407,15095894
13-Jun-18 12:00:00,83769,23506985,71.65,970710,5442262,37171812,3404449,2233475,15096250
13-Jun-18 13:00:00,83774,23507303,64.09,970748,5443033,37173604,3404850,2233554,15096621
13-Jun-18 14:00:00,83780,23507615,75.52,970783,5443801,37175424,3405246,2233638,15096997
13-Jun-18 15:00:00,83785,23507913,70.04,970821,5444581,37177384,3405651,2233711,15097389
13-Jun-18 16:00:00,83790,23508226,68.31,970861,5445433,37179412,3406062,2233777,15097781
13-Jun-18 17:00:00,83796,23508589,67.30,970907,5446270,37181520,3406473,2233845,15098187
13-Jun-18 18:00:00,83802,23508929,68.38,970951,5447172,37183496,3406898,2233913,15098578
13-Jun-18 19:00:00,83808,23509176,64.79,970997,5448064,37185612,3407432,2233984,15098982
13-Jun-18 20:00:00,83816,23509414,60.65,971037,5449043,37187640,3408054,2234055,15099393
13-Jun-18 21:00:00,83824,23509658,57.46,971075,5449990,37189512,3408692,2234114,15099799
13-Jun-18 22:00:00,83831,23509899,59.83,971112,5450857,37191332,3409146,2234172,15100188
13-Jun-18 23:00:00,83839,23510087,21.23,971132,5451630,37193148,3409517,2234221,15100572
14-Jun-18 00:00:00,83846,23510271,22.98,971148,5452316,37194996,3409596,2234270,15100944
14-Jun-18 01:00:00,83854,23510459,15.52,971162,5452893,37196732,3409654,2234318,15101336
14-Jun-18 02:00:00,83862,23510643,15.28,971176,5453463,37198804,3409735,2234367,15101730
14-Jun-18 03:00:00,83870,23510834,17.74,971198,5454039,37200896,3409822,2234416,15102131
14-Jun-18 04:00:00,83877,23511019,18.74,971216,5454532,37202444,3409905,2234466,15102467
14-Jun-18 05:00:00,83883,23511203,24.12,971229,5454939,37203564,3409991,2234514,15102770
14-Jun-18 06:00:00,83888,23511368,24.45,971239,5455316,37204164,3410076,2234576,15103060
14-Jun-18 07:00:00,83889,23511409,69.84,971241,5455957,37204292,3410160,2234590,15103104
14-Jun-18 08:00:00,83889,23511409,74.66,971241,5456620,37204292,3410406,2234590,15103104
14-Jun-18 09:00:00,83889,23511409,99.82,971241,5457134,37204292,3410811,2234590,15103104
14-Jun-18 10:00:00,83911,23512289,77.33,971249,5457725,37209316,3411193,2234802,15104116
14-Jun-18 11:00:00,83917,23512642,77.08,971268,5458419,37211008,3411549,2234851,15104389
14-Jun-18 12:00:00,83921,23513086,84.30,971291,5459237,37212756,3411957,2234917,15104754
14-Jun-18 13:00:00,83925,23513477,75.47,971312,5460146,37214476,3412411,2234990,15105165
14-Jun-18 14:00:00,83929,23513833,63.39,971334,5461099,37216220,3412818,2235064,15105584
14-Jun-18 15:00:00,83933,23514194,67.70,971355,5462052,37218036,3413228,2235143,15106007
14-Jun-18 16:00:00,83938,23514567,72.69,971378,5462973,37219864,3413696,2235220,15106425
14-Jun-18 17:00:00,83943,23514903,69.38,971397,5463863,37221696,3414117,2235296,15106834
14-Jun-18 18:00:00,83949,23515220,83.25,971420,5464709,37223364,3414509,2235371,15107227
14-Jun-18 19:00:00,83953,23515539,70.08,971437,5465493,37224916,3414876,2235448,15107597
14-Jun-18 20:00:00,83958,23515837,75.53,971450,5466245,37226184,3415243,2235523,15107955
14-Jun-18 21:00:00,83963,23516015,68.48,971466,5466927,37227292,3415774,2235587,15108283
14-Jun-18 22:00:00,83967,23516163,66.63,971490,5467580,37228320,3416293,2235650,15108588
14-Jun-18 23:00:00,83972,23516286,31.26,971505,5468140,37228880,3416629,2235705,15108871
15-Jun-18 00:00:00,83976,23516394,25.16,971518,5468593,37229400,3416776,2235758,15109129
15-Jun-18 01:00:00,83980,23516496,28.53,971526,5468882,37229752,3416912,2235812,15109351
15-Jun-18 02:00:00,83985,23516594,27.30,971530,5469175,37229936,3417060,2235867,15109552
15-Jun-18 03:00:00,83989,23516693,25.01,971535,5469460,37230116,3417221,2235922,15109732
15-Jun-18 04:00:00,83993,23516799,27.70,971539,5469761,37230292,3417397,2235975,15109892
15-Jun-18 05:00:00,83998,23516906,22.35,971542,5470028,37230460,3417565,2236029,15110025
15-Jun-18 06:00:00,84002,23517012,22.08,971544,5470304,37230632,3417735,2236087,15110156
15-Jun-18 07:00:00,84005,23517127,66.62,971551,5470837,37230800,3417912,2236148,15110290
15-Jun-18 08:00:00,84009,23517318,80.27,971558,5471366,37231064,3418221,2236207,15110483
15-Jun-18 09:00:00,84012,23517514,59.52,971574,5472056,37231632,3418600,2236274,15110681
15-Jun-18 10:00:00,84016,23517782,61.27,971594,5472724,37232124,3419173,2236336,15110903
15-Jun-18 11:00:00,84019,23518051,64.38,971615,5473380,37232956,3419616,2236398,15111131
15-Jun-18 12:00:00,84023,23518302,55.31,971639,5474101,37233984,3420004,2236465,15111369
15-Jun-18 13:00:00,84027,23518580,60.47,971661,5474792,37235000,3420398,2236531,15111624
15-Jun-18 14:00:00,84031,23518898,56.13,971684,5475549,37236016,3420771,2236600,15111883
15-Jun-18 15:00:00,84035,23519180,64.80,971707,5476223,37237068,3421148,2236668,15112149
15-Jun-18 16:00:00,84038,23519436,65.94,971728,5476879,37238060,3421558,2236738,15112411
15-Jun-18 17:00:00,84042,23519734,56.81,971752,5477582,37239072,3422003,2236808,15112666
15-Jun-18 18:00:00,84045,23520023,51.83,971776,5478322,37240228,3422392,2236879,15112927
15-Jun-18 19:00:00,84049,23520227,59.95,971796,5479083,37241400,3422755,2236952,15113192
15-Jun-18 20:00:00,84051,23520342,47.92,971817,5479848,37242168,3423112,2237000,15113365
15-Jun-18 21:00:00,84057,23520563,47.59,971852,5480509,37243064,3423585,2237091,15113705
15-Jun-18 22:00:00,84061,23520722,51.42,971870,5481087,37243588,3424042,2237152,15113909
15-Jun-18 23:00:00,84065,23520865,21.92,971882,5481572,37243864,3424352,2237207,15114091
16-Jun-18 00:00:00,84069,23520980,22.09,971895,5481953,37244068,3424501,2237261,15114243
16-Jun-18 01:00:00,84073,23521080,26.72,971917,5482226,37244244,3424641,2237305,15114385
16-Jun-18 02:00:00,84077,23521189,26.94,971937,5482491,37244400,3424768,2237351,15114503
16-Jun-18 03:00:00,84080,23521312,23.44,971968,5482774,37244580,3424926,2237401,15114635
16-Jun-18 04:00:00,84084,23521435,19.89,972003,5483022,37244752,3425085,2237451,15114770
16-Jun-18 05:00:00,84087,23521561,24.21,972051,5483344,37244920,3425245,2237500,15114906
16-Jun-18 06:00:00,84088,23521602,15.57,972069,5483578,37244964,3425407,2237518,15114951
16-Jun-18 07:00:00,84094,23521831,62.81,972152,5484006,37245284,3425568,2237621,15115203
16-Jun-18 08:00:00,84098,23522060,63.13,972206,5484538,37245720,3425823,2237685,15115413
16-Jun-18 09:00:00,84101,23522219,63.02,972227,5485168,37246496,3426177,2237749,15115638
16-Jun-18 10:00:00,84105,23522388,51.14,972243,5485910,37247696,3426592,2237822,15115888
16-Jun-18 11:00:00,84108,23522642,57.74,972259,5486692,37249040,3426982,2237899,15116145
16-Jun-18 12:00:00,84112,23522983,55.92,972278,5487502,37250552,3427347,2237976,15116414
16-Jun-18 13:00:00,84115,23523318,60.64,972311,5488352,37252264,3427715,2238055,15116683
16-Jun-18 14:00:00,84119,23523668,58.92,972353,5489233,37253848,3428090,2238135,15116980
16-Jun-18 15:00:00,84123,23524018,58.84,972395,5490122,37255320,3428679,2238217,15117280
16-Jun-18 16:00:00,84128,23524356,63.88,972431,5491033,37257120,3429230,2238293,15117562
16-Jun-18 17:00:00,84134,23524669,63.72,972466,5491914,37259012,3429606,2238367,15117842
16-Jun-18 18:00:00,84139,23524946,69.58,972494,5492786,37260896,3429968,2238439,15118114
16-Jun-18 19:00:00,84144,23525128,63.81,972525,5493686,37262704,3430311,2238516,15118389
16-Jun-18 20:00:00,84149,23525289,63.45,972561,5494611,37264136,3430649,2238592,15118679
16-Jun-18 21:00:00,84155,23525443,64.28,972599,5495495,37265448,3430986,2238661,15118952
16-Jun-18 22:00:00,84161,23525619,66.13,972637,5496342,37266664,3431311,2238733,15119201
16-Jun-18 23:00:00,84165,23525769,28.55,972659,5497016,37267776,3431639,2238796,15119436
17-Jun-18 00:00:00,84170,23525897,31.91,972676,5497589,37268516,3431808,2238858,15119653
17-Jun-18 01:00:00,84174,23525995,38.23,972693,5498034,37269088,3431966,2238911,15119857
17-Jun-18 02:00:00,84179,23526094,31.74,972718,5498469,37269632,3432146,2238965,15120052
17-Jun-18 03:00:00,84183,23526189,32.38,972741,5498822,37270024,3432322,2239022,15120224
17-Jun-18 04:00:00,84188,23526282,35.52,972761,5499216,37270204,3432507,2239077,15120380
17-Jun-18 05:00:00,84192,23526377,28.99,972773,5499563,37270380,3432662,2239133,15120520
17-Jun-18 06:00:00,84196,23526475,32.13,972795,5499934,37270552,3432820,2239195,15120648
17-Jun-18 07:00:00,84200,23526575,55.27,972820,5500456,37270772,3432984,2239261,15120799
17-Jun-18 08:00:00,84204,23526772,72.42,972850,5501156,37271888,3433306,2239334,15121017
17-Jun-18 09:00:00,84208,23526939,69.14,972882,5502014,37273368,3433734,2239410,15121268
17-Jun-18 10:00:00,84212,23527106,68.66,972925,5502968,37275048,3434183,2239488,15121581
17-Jun-18 11:00:00,84217,23527360,71.16,972964,5503998,37276732,3434587,2239568,15121933
17-Jun-18 12:00:00,84223,23527709,70.77,973005,5505090,37278576,3434981,2239651,15122294
17-Jun-18 13:00:00,84229,23528056,76.34,973034,5506205,37280436,3435359,2239735,15122661
17-Jun-18 14:00:00,84235,23528429,72.19,973061,5507377,37282528,3435734,2239818,15123025
17-Jun-18 15:00:00,84241,23528821,70.23,973098,5508541,37284448,3436110,2239901,15123401
17-Jun-18 16:00:00,84247,23529191,77.09,973128,5509775,37286048,3436490,2239983,15123785
17-Jun-18 17:00:00,84253,23529584,74.03,973158,5510990,37287728,3436872,2240066,15124177
17-Jun-18 18:00:00,84258,23529922,71.31,973199,5512249,37289588,3437244,2240151,15124562
17-Jun-18 19:00:00,84264,23530128,70.77,973239,5513482,37291576,3437609,2240236,15124942
17-Jun-18 20:00:00,84270,23530326,68.52,973279,5514618,37293368,3437968,2240320,15125318
17-Jun-18 21:00:00,84277,23530530,69.91,973314,5515589,37294844,3438318,2240397,15125678
17-Jun-18 22:00:00,84283,23530735,69.55,973348,5516568,37296256,3438665,2240472,15125992
17-Jun-18 23:00:00,84289,23530910,35.73,973372,5517323,37297644,3439011,2240539,15126275
18-Jun-18 00:00:00,84296,23531071,34.09,973391,5518006,37299132,3439183,2240606,15126551
18-Jun-18 01:00:00,84302,23531231,35.38,973414,5518533,37300652,3439337,2240664,15126818
18-Jun-18 02:00:00,84309,23531375,34.13,973429,5519034,37302188,3439483,2240721,15127087
18-Jun-18 03:00:00,84316,23531499,33.70,973453,5519559,37303728,3439656,2240778,15127358
18-Jun-18 04:00:00,84322,23531626,32.88,973479,5520060,37305264,3439834,2240836,15127630
18-Jun-18 05:00:00,84329,23531751,35.34,973507,5520575,37306792,3439997,2240894,15127899
18-Jun-18 06:00:00,84336,23531875,36.01,973533,5521212,37308280,3440190,2240970,15128176
18-Jun-18 07:00:00,84342,23532031,89.34,973567,5522295,37310008,3440380,2241057,15128488
18-Jun-18 08:00:00,84347,23532290,80.06,973598,5523526,37312384,3440764,2241150,15128871
18-Jun-18 09:00:00,84352,23532597,97.34,973635,5524900,37314940,3441226,2241243,15129327
18-Jun-18 10:00:00,84358,23532990,92.36,973680,5526316,37317880,3441686,2241338,15129829
18-Jun-18 11:00:00,84364,23533373,87.55,973729,5527749,37321080,3442151,2241437,15130325
18-Jun-18 12:00:00,84367,23533558,96.92,973756,5529193,37322816,3442613,2241486,15130522
18-Jun-18 13:00:00,84367,23533558,88.00,973756,5531001,37322816,3443065,2241486,15130522
18-Jun-18 14:00:00,84367,23533558,91.50,973756,5532806,37322816,3443510,2241486,15130522
18-Jun-18 15:00:00,84367,23533558,103.30,973756,5534647,37322816,3443953,2241486,15130522
18-Jun-18 16:00:00,84410,23535535,92.75,974020,5536393,37337960,3444395,2241927,15132669
18-Jun-18 17:00:00,84420,23535987,95.34,974084,5538244,37341252,3444845,2242027,15133092
18-Jun-18 18:00:00,84429,23536412,83.34,974139,5540064,37344408,3445276,2242126,15133453
18-Jun-18 19:00:00,84439,23536724,65.58,974185,5541831,37347408,3445690,2242227,15133801
18-Jun-18 20:00:00,84448,23537009,74.83,974231,5543162,37349900,3446109,2242327,15134147
18-Jun-18 21:00:00,84458,23537275,61.48,974278,5544438,37352600,3446528,2242411,15134497
18-Jun-18 22:00:00,84468,23537542,68.00,974329,5545726,37355568,3446954,2242496,15134866
18-Jun-18 23:00:00,84478,23537752,38.95,974351,5546804,37358224,3447376,2242569,15135236
19-Jun-18 00:00:00,84487,23537957,38.88,974371,5547686,37360456,3447555,2242637,15135571
19-Jun-18 01:00:00,84498,23538159,34.88,974408,5548396,37363308,3447737,2242706,15135938
19-Jun-18 02:00:00,84508,23538375,43.97,974454,5549149,37366248,3447913,2242777,15136326
19-Jun-18 03:00:00,84518,23538589,31.76,974496,5549917,37369260,3448098,2242849,15136717
19-Jun-18 04:00:00,84529,23538813,32.94,974534,5550739,37372256,3448305,2242923,15137099
19-Jun-18 05:00:00,84539,23539042,38.45,974569,5551557,37375208,3448504,2242996,15137486
19-Jun-18 06:00:00,84549,23539245,35.54,974594,5552746,37378068,3448689,2243086,15137859
19-Jun-18 07:00:00,84556,23539470,95.25,974626,5554446,37381016,3448883,2243184,15138255
19-Jun-18 08:00:00,84564,23539768,100.70,974680,5556119,37384860,3449282,2243289,15138723
19-Jun-18 09:00:00,84571,23540082,92.31,974732,5557801,37388076,3449780,2243394,15139223
19-Jun-18 10:00:00,84578,23540502,93.81,974786,5559268,37390876,3450310,2243495,15139712
19-Jun-18 11:00:00,84585,23540940,85.59,974839,5560670,37393376,3450825,2243591,15140093
19-Jun-18 12:00:00,84591,23541349,81.78,974894,5561990,37395496,3451293,2243685,15140413
19-Jun-18 13:00:00,84597,23541764,88.02,974947,5563453,37397560,3451738,2243777,15140801
19-Jun-18 14:00:00,84602,23542170,97.78,974997,5564790,37399436,3452149,2243868,15141175
19-Jun-18 15:00:00,84607,23542560,89.73,975040,5566191,37401364,3452553,2243957,15141536
19-Jun-18 16:00:00,84611,23542791,91.92,975067,5567621,37402300,3452959,2244010,15141755
19-Jun-18 17:00:00,84621,23543353,86.39,975132,5569085,37405024,3453366,2244137,15142282
19-Jun-18 18:00:00,84628,23543708,89.86,975176,5570516,37407084,3453787,2244229,15142608
19-Jun-18 19:00:00,84636,23543975,71.47,975213,5572015,37409104,3454187,2244321,15142929
19-Jun-18 20:00:00,84644,23544211,73.92,975249,5573172,37410988,3454577,2244414,15143248
19-Jun-18 21:00:00,84651,23544407,65.09,975280,5574216,37412752,3454948,2244491,15143554
19-Jun-18 22:00:00,84659,23544593,57.80,975309,5575176,37414164,3455315,2244565,15143840
19-Jun-18 23:00:00,84665,23544756,41.94,975325,5575940,37415244,3455658,2244629,15144109
20-Jun-18 00:00:00,84671,23544903,43.92,975343,5576563,37415920,3455815,2244692,15144366
20-Jun-18 01:00:00,84677,23545054,46.25,975358,5577038,37416524,3455957,2244757,15144616
20-Jun-18 02:00:00,84682,23545200,44.80,975373,5577501,37417136,3456108,2244819,15144851
20-Jun-18 03:00:00,84688,23545345,34.65,975387,5577941,37417676,3456272,2244884,15145077
20-Jun-18 04:00:00,84694,23545488,39.45,975399,5578342,37418176,3456437,2244949,15145292
20-Jun-18 05:00:00,84699,23545628,39.39,975427,5578746,37418408,3456600,2245014,15145494
20-Jun-18 06:00:00,84705,23545769,37.04,975455,5579247,37418628,3456763,2245096,15145702
20-Jun-18 07:00:00,84710,23545919,79.38,975481,5580017,37419288,3456935,2245188,15145925
20-Jun-18 08:00:00,84715,23546133,71.48,975507,5580976,37419992,3457246,2245289,15146200
20-Jun-18 09:00:00,84720,23546382,60.09,975532,5581935,37420868,3457611,2245372,15146471
20-Jun-18 10:00:00,84725,23546705,56.95,975560,5582916,37421936,3457980,2245455,15146736
20-Jun-18 11:00:00,84730,23547063,65.50,975590,5583949,37423300,3458351,2245541,15146981
20-Jun-18 12:00:00,84735,23547441,69.50,975624,5585077,37424832,3458726,2245630,15147270
20-Jun-18 13:00:00,84740,23547822,69.08,975658,5586288,37426460,3459133,2245720,15147574
20-Jun-18 14:00:00,84745,23548199,72.73,975693,5587537,37428056,3459520,2245811,15147874
20-Jun-18 15:00:00,84750,23548585,69.77,975732,5588728,37429612,3459899,2245902,15148178
20-Jun-18 16:00:00,84755,23548979,72.44,975773,5590000,37431452,3460305,2245993,15148484
20-Jun-18 17:00:00,84761,23549358,77.50,975816,5591318,37433380,3460703,2246081,15148798
20-Jun-18 18:00:00,84766,23549703,77.25,975851,5592603,37435248,3461093,2246169,15149114
20-Jun-18 19:00:00,84772,23549930,64.42,975886,5593835,37436824,3461465,2246257,15149414
20-Jun-18 20:00:00,84778,23550160,62.34,975919,5594889,37438240,3461823,2246345,15149711
20-Jun-18 21:00:00,84786,23550400,53.38,975950,5595900,37439864,3462496,2246422,15150015
20-Jun-18 22:00:00,84794,23550644,59.59,975983,5596902,37441648,3463174,2246499,15150313
20-Jun-18 23:00:00,84802,23550849,36.61,975998,5597769,37443440,3463518,2246566,15150623
21-Jun-18 00:00:00,84810,23551055,33.73,976010,5598558,37445276,3463680,2246629,15150930
21-Jun-18 01:00:00,84819,23551249,36.27,976027,5599204,37446904,3463818,2246690,15151224
21-Jun-18 02:00:00,84827,23551452,41.26,976051,5599795,37448880,3463956,2246754,15151534
21-Jun-18 03:00:00,84836,23551626,32.24,976073,5600417,37450736,3464110,2246821,15151832
21-Jun-18 04:00:00,84845,23551804,35.53,976095,5600931,37452500,3464262,2246887,15152122
21-Jun-18 05:00:00,84854,23551976,35.63,976118,5601427,37454168,3464405,2246952,15152401
21-Jun-18 06:00:00,84862,23552138,36.28,976141,5602116,37455832,3464536,2247037,15152691
21-Jun-18 07:00:00,84869,23552315,86.33,976161,5603267,37457428,3464685,2247129,15152971
21-Jun-18 08:00:00,84875,23552588,71.22,976190,5604485,37459464,3465031,2247233,15153276
21-Jun-18 09:00:00,84882,23552886,61.98,976221,5605783,37461560,3465464,2247331,15153591
21-Jun-18 10:00:00,84888,23553295,67.63,976261,5606932,37463828,3465824,2247429,15153937
21-Jun-18 11:00:00,84895,23553702,76.88,976307,5608138,37466220,3466179,2247530,15154329
21-Jun-18 12:00:00,84901,23554116,78.88,976358,5609495,37468620,3466548,2247630,15154719
21-Jun-18 13:00:00,84908,23554540,85.09,976402,5610918,37470952,3466920,2247730,15155114
21-Jun-18 14:00:00,84914,23554971,104.38,976451,5612279,37473184,3467282,2247823,15155518
21-Jun-18 15:00:00,84921,23555404,91.11,976513,5613682,37475300,3467638,2247922,15155919
21-Jun-18 16:00:00,84928,23555858,100.66,976572,5615040,37477552,3467995,2248018,15156318
21-Jun-18 17:00:00,84934,23556303,99.47,976633,5616501,37479876,3468352,2248109,15156724
21-Jun-18 18:00:00,84941,23556751,94.69,976685,5617943,37482052,3468715,2248199,15157109
21-Jun-18 19:00:00,84947,23557177,60.70,976726,5619305,37484128,3469060,2248289,15157458
21-Jun-18 20:00:00,84955,23557592,58.98,976777,5620484,37485880,3469396,2248378,15157776
21-Jun-18 21:00:00,84962,23557871,52.67,976818,5621538,37487536,3469722,2248454,15158093
21-Jun-18 22:00:00,84970,23558091,60.14,976854,5622596,37489280,3470042,2248529,15158401
21-Jun-18 23:00:00,84979,23558297,40.95,976889,5623458,37490936,3470380,2248595,15158698
22-Jun-18 00:00:00,84987,23558511,34.91,976914,5624173,37492524,3470516,2248660,15158981
22-Jun-18 01:00:00,84995,23558720,33.55,976953,5624751,37493980,3470631,2248728,15159250
22-Jun-18 02:00:00,85003,23558927,30.02,976976,5625212,37495472,3470744,2248792,15159497
22-Jun-18 03:00:00,85011,23559133,36.91,976999,5625673,37496944,3470873,2248859,15159750
22-Jun-18 04:00:00,85019,23559312,35.84,977015,5626118,37498084,3471011,2248925,15159973
22-Jun-18 05:00:00,85024,23559493,33.57,977027,5626481,37498280,3471126,2248990,15160150
22-Jun-18 06:00:00,85030,23559652,30.14,977036,5626852,37498464,3471249,2249062,15160323
22-Jun-18 07:00:00,85034,23559818,64.33,977046,5627445,37498704,3471376,2249129,15160525
22-Jun-18 08:00:00,85039,23560009,56.22,977063,5628157,37499244,3471585,2249201,15160761
22-Jun-18 09:00:00,85043,23560269,55.83,977084,5628991,37499884,3471861,2249273,15161021
22-Jun-18 10:00:00,85048,23560624,51.45,977111,5629873,37500744,3472144,2249349,15161296
22-Jun-18 11:00:00,85053,23560991,81.17,977144,5630836,37502148,3472447,2249432,15161626
22-Jun-18 12:00:00,85059,23561385,66.50,977181,5631884,37503888,3472760,2249521,15162004
22-Jun-18 13:00:00,85065,23561771,75.73,977222,5633071,37505728,3473083,2249616,15162383
22-Jun-18 14:00:00,85071,23562178,72.59,977265,5634242,37507488,3473404,2249711,15162765
22-Jun-18 15:00:00,85077,23562609,79.63,977310,5635360,37509128,3473723,2249807,15163151
22-Jun-18 16:00:00,85082,23563018,75.95,977353,5636451,37510688,3474037,2249897,15163528
22-Jun-18 17:00:00,85088,23563422,70.20,977404,5637598,37512372,3474352,2249989,15163901
22-Jun-18 18:00:00,85094,23563787,68.77,977449,5638719,37513888,3474655,2250079,15164255
22-Jun-18 19:00:00,85100,23564027,62.36,977484,5639730,37515328,3474949,2250167,15164604
22-Jun-18 20:00:00,85107,23564242,50.44,977518,5640543,37516596,3475255,2250259,15164918
22-Jun-18 21:00:00,85114,23564460,79.78,977553,5641267,37517828,3475576,2250331,15165183
22-Jun-18 22:00:00,85120,23564675,71.52,977579,5642000,37518716,3475864,2250400,15165397
22-Jun-18 23:00:00,85127,23564872,32.91,977593,5642618,37518976,3476109,2250461,15165600
23-Jun-18 00:00:00,85132,23565043,29.11,977610,5643117,37519176,3476217,2250522,15165790
23-Jun-18 01:00:00,85138,23565214,31.41,977635,5643489,37519356,3476312,2250583,15165968
23-Jun-18 02:00:00,85143,23565381,36.48,977661,5643860,37519532,3476409,2250644,15166134
23-Jun-18 03:00:00,85149,23565542,35.97,977687,5644214,37519712,3476506,2250705,15166295
23-Jun-18 04:00:00,85154,23565702,32.96,977715,5644547,37519896,3476620,2250768,15166461
23-Jun-18 05:00:00,85159,23565862,23.64,977741,5644849,37520084,3476714,2250833,15166635
23-Jun-18 06:00:00,85165,23566019,31.73,977767,5645187,37520264,3476827,2250908,15166812
23-Jun-18 07:00:00,85169,23566175,70.67,977799,5645754,37520448,3476939,2250988,15167003
23-Jun-18 08:00:00,85174,23566404,62.14,977822,5646361,37520628,3477083,2251066,15167199
23-Jun-18 09:00:00,85178,23566585,65.95,977837,5647017,37520808,3477274,2251139,15167385
23-Jun-18 10:00:00,85182,23566752,68.42,977844,5647676,37520992,3477455,2251212,15167567
23-Jun-18 11:00:00,85187,23566985,65.53,977856,5648372,37521176,3477636,2251288,15167752
23-Jun-18 12:00:00,85192,23567298,66.06,977872,5649064,37521364,3477826,2251369,15167933
23-Jun-18 13:00:00,85198,23567623,64.86,977888,5649867,37521552,3478020,2251453,15168121
23-Jun-18 14:00:00,85203,23567952,65.86,977909,5650645,37522224,3478222,2251537,15168320
23-Jun-18 15:00:00,85208,23568287,69.55,977936,5651390,37523096,3478432,2251618,15168540
23-Jun-18 16:00:00,85214,23568627,64.47,977960,5652180,37524068,3478650,2251693,15168771
23-Jun-18 17:00:00,85219,23568970,69.11,977982,5652987,37525112,3478878,2251771,15169009
23-Jun-18 18:00:00,85225,23569272,60.85,978004,5653818,37526352,3479108,2251863,15169259
23-Jun-18 19:00:00,85230,23569476,63.98,978024,5654655,37527536,3479343,2251953,15169509
23-Jun-18 20:00:00,85237,23569655,61.28,978041,5655377,37528644,3479577,2252040,15169752
23-Jun-18 21:00:00,85245,23569829,55.80,978060,5656042,37529732,3479799,2252114,15169976
23-Jun-18 22:00:00,85251,23570003,64.33,978075,5656695,37530768,3480018,2252185,15170180
23-Jun-18 23:00:00,85258,23570161,22.13,978086,5657278,37531784,3480220,2252251,15170372
24-Jun-18 00:00:00,85265,23570317,21.94,978097,5657734,37532744,3480310,2252316,15170555
24-Jun-18 01:00:00,85272,23570474,24.72,978106,5658101,37533656,3480392,2252376,15170733
24-Jun-18 02:00:00,85278,23570631,24.55,978113,5658450,37534552,3480489,2252437,15170903
24-Jun-18 03:00:00,85285,23570790,29.52,978119,5658809,37535440,3480594,2252498,15171073
24-Jun-18 04:00:00,85292,23570944,24.16,978126,5659147,37536312,3480680,2252550,15171252
24-Jun-18 05:00:00,85299,23571091,26.89,978134,5659509,37537188,3480781,2252597,15171443
24-Jun-18 06:00:00,85306,23571245,20.58,978143,5659906,37538132,3480883,2252664,15171690
24-Jun-18 07:00:00,85312,23571398,71.54,978156,5660738,37539156,3480987,2252744,15171963
24-Jun-18 08:00:00,85318,23571645,65.45,978170,5661529,37540328,3481195,2252826,15172287
24-Jun-18 09:00:00,85324,23571814,81.72,978186,5662325,37541688,3481492,2252899,15172642
24-Jun-18 10:00:00,85334,23572007,87.77,978217,5663298,37543200,3481773,2252985,15172945
24-Jun-18 11:00:00,85340,23572308,65.78,978242,5664370,37544864,3482106,2253083,15173342
24-Jun-18 12:00:00,85346,23572697,68.20,978263,5665483,37546568,3482430,2253182,15173733
24-Jun-18 13:00:00,85353,23573080,81.33,978285,5666775,37548456,3482741,2253276,15174147
24-Jun-18 14:00:00,85359,23573481,76.41,978312,5668141,37550464,3483052,2253373,15174571
24-Jun-18 15:00:00,85365,23573907,79.89,978344,5669482,37552572,3483369,2253469,15175017
24-Jun-18 16:00:00,85372,23574346,90.23,978381,5670812,37554784,3483691,2253565,15175484
24-Jun-18 17:00:00,85378,23574767,84.84,978416,5672132,37557004,3484007,2253659,15175947
24-Jun-18 18:00:00,85384,23575167,82.80,978452,5673595,37559368,3484328,2253757,15176421
24-Jun-18 19:00:00,85391,23575458,89.39,978490,5675012,37561884,3484652,2253854,15176891
24-Jun-18 20:00:00,85400,23575713,80.92,978533,5676186,37564064,3484957,2253957,15177346
24-Jun-18 21:00:00,85408,23575987,80.16,978581,5677240,37566232,3485294,2254040,15177766
24-Jun-18 22:00:00,85414,23576174,#VALUE!,978611,Bad,37567908,Bad,2254093,15178027
24-Jun-18 23:00:00,85414,23576174,#VALUE!,978611,Bad,37567908,Bad,2254093,15178027
25-Jun-18 00:00:00,85425,23576174,23.73,978611,5678325,37567908,3485709,2254093,15178027
25-Jun-18 01:00:00,85425,23576174,27.05,978611,5678325,37567908,3485709,2254093,15178027
25-Jun-18 02:00:00,85443,23577171,21.59,978654,5679230,37576976,3485961,2254109,15179445
25-Jun-18 03:00:00,85450,23577359,23.79,978666,5679694,37578444,3486074,2254144,15179744
25-Jun-18 04:00:00,85457,23577554,19.23,978677,5680089,37580264,3486200,2254180,15180034
25-Jun-18 05:00:00,85463,23577744,18.05,978685,5680496,37581800,3486310,2254215,15180295
