,YUAG,,Berkeley,,Hopper,,304Elm,,Davenport,,38HH,,320Temple,,53Wall,,Sprague,,Malone,,Trumbull,,17HH,
Mon 01/15/18 09:00,166,7999752.8,105.3,7267488.2,106.5,2799189.8,9,1111428,147.5,4348147.8,2.7,3165531.5,2.2,94597.5,14.5,3030345.3,36.8,372353.8,133,6589386.2,110.3,4468593,147.2,8983353.2
Mon 01/15/18 10:00,192.7,7999945.5,115.3,7267603.5,119.7,2799309.5,9,1111437,162,4348309.8,3.3,3165534.8,1.8,94599.3,15.5,3030360.8,39.7,372393.5,136.8,6589523,118,4468711,160,8983513.2
Mon 01/15/18 11:00,198.3,8000143.8,124.2,7267727.7,125,2799434.5,9,1111446,167,4348476.8,3.7,3165538.5,2,94601.3,17.7,3030378.5,42.2,372435.7,145.3,6589668.3,122.8,4468833.8,170.8,8983684
Mon 01/15/18 12:00,199,8000342.8,127.5,7267855.2,128,2799562.5,9,1111455,175.5,4348652.3,4.2,3165542.7,2,94603.3,18,3030396.5,43,372478.7,155.2,6589823.5,121.2,4468955,191.2,8983875.2
Mon 01/15/18 13:00,198.8,8000541.7,124.7,7267979.8,131,2799693.5,8.5,1111463.5,185.2,4348837.5,4.3,3165547,1.8,94605.2,18.8,3030415.3,43.3,372522,157.7,6589981.2,131.7,4469086.7,184.3,8984059.5
Mon 01/15/18 14:00,198.8,8000740.5,136.8,7268116.7,129.7,2799823.2,9,1111472.5,189,4349026.5,4.2,3165551.2,2,94607.2,17.2,3030432.5,44,372566,159.3,6590140.5,140.2,4469226.8,179.2,8984238.7
Mon 01/15/18 15:00,198.8,8000939.3,131.7,7268248.3,132.7,2799955.8,9,1111481.5,183,4349209.5,4.3,3165555.5,2.3,94609.5,18.8,3030451.3,44,372610,160,6590300.5,136,4469362.8,178.5,8984417.2
Mon 01/15/18 16:00,199.2,8001138.5,115.5,7268363.8,113.7,2800069.5,9,1111490.5,162.7,4349372.2,4.5,3165560,1.8,94611.3,18.2,3030469.5,42.8,372652.8,160.8,6590461.3,148.8,4469511.7,174.8,8984592
Mon 01/15/18 17:00,199,8001337.5,125.7,7268489.5,132.3,2800201.8,9,1111499.5,178,4349550.2,3.8,3165563.8,2,94613.3,18.7,3030488.2,37.8,372690.7,162.2,6590623.5,139,4469650.7,171.8,8984763.8
Mon 01/15/18 18:00,191.2,8001528.7,122.5,7268612,135.2,2800337,9,1111508.5,185.2,4349735.3,4.8,3165568.7,1.8,94615.2,18,3030506.2,44.3,372735,164.7,6590788.2,134.2,4469784.8,169.8,8984933.7
Mon 01/15/18 19:00,159.3,8001688,131,7268743,135,2800472,8.8,1111517.3,190.5,4349925.8,5,3165573.7,1.8,94617,15.7,3030521.8,45,372780,160.2,6590948.3,149.5,4469934.3,166.8,8985100.5
Mon 01/15/18 20:00,130.3,8001818.3,138.2,7268881.2,133,2800605,7.8,1111525.2,182.7,4350108.5,4.7,3165578.3,1.8,94618.8,15.2,3030537,45,372825,149,6591097.3,138.2,4470072.5,160.8,8985261.3
Mon 01/15/18 21:00,130.8,8001949.2,115.5,7268996.7,128.3,2800733.3,5.3,1111530.5,173.2,4350281.7,4.5,3165582.8,1.7,94620.5,15.5,3030552.5,45,372870,135.5,6591232.8,125.8,4470198.3,155,8985416.3
Mon 01/15/18 22:00,130.3,8002079.5,92.2,7269088.8,109.7,2800843,6,1111536.5,164.8,4350446.5,3.2,3165586,1.8,94622.3,15.3,3030567.8,44.7,372914.7,130.7,6591363.5,111.2,4470309.5,151,8985567.3
Mon 01/15/18 23:00,130.2,8002209.7,78.7,7269167.5,101.3,2800944.3,5,1111541.5,143.3,4350589.8,3.2,3165589.2,1.8,94624.2,15,3030582.8,44.8,372959.5,123.5,6591487,103,4470412.5,146.7,8985714
Tue 01/16/18 00:00,130.7,8002340.3,79,7269246.5,106.2,2801050.5,5.2,1111546.7,141,4350730.8,2.8,3165592,1.7,94625.8,15.5,3030598.3,34.3,372993.8,122.7,6591609.7,92.5,4470505,144.5,8985858.5
Tue 01/16/18 01:00,124.3,8002464.7,88.3,7269334.8,111,2801161.5,4.7,1111551.4,152.6,4350883.4,3.3,3165595.3,1.2,94627,-344958.5,2685639.8,35.5,373029.3,116,6591725.7,96,4470601,155.9,8986014.4
Tue 01/16/18 02:00,115.3,8002580,74,7269408.8,86.5,2801248,4.8,1111556.2,114.6,4350998,2.7,3165598,0.2,94627.2,344990,3030629.8,29,373058.3,118.8,6591844.5,81,4470682,132.7,8986147.2
Tue 01/16/18 03:00,143.8,8002723.8,73.8,7269482.7,90,2801338,5.3,1111561.5,119.7,4351117.7,3.3,3165601.3,1,94628.2,14.2,3030644,32.5,373090.8,119,6591963.5,82.3,4470764.3,142.5,8986289.7
Tue 01/16/18 04:00,142,8002865.8,70.8,7269553.5,86,2801424,5,1111566.5,118.8,4351236.5,3.2,3165604.5,1.5,94629.7,14.7,3030658.7,32.7,373123.5,119.3,6592082.8,78.3,4470842.7,140.8,8986430.5
Tue 01/16/18 05:00,130.3,8002996.2,69.7,7269623.2,82.2,2801506.2,4.8,1111571.3,116.8,4351353.3,3.5,3165608,1,94630.7,14.7,3030673.3,33.2,373156.7,119,6592201.8,75.8,4470918.5,144.3,8986574.8
Tue 01/16/18 06:00,112.2,8003108.3,70,7269693.2,82.2,2801588.3,5,1111576.3,118.5,4351471.8,4,3165612,1.7,94632.3,14.7,3030688,35,373191.7,119.7,6592321.5,78.7,4470997.2,148.5,8986723.3
Tue 01/16/18 07:00,130.5,8003238.8,62.5,7269755.7,74.8,2801663.2,6.2,1111582.5,115,4351586.8,4.3,3165616.3,1.5,94633.8,15.2,3030703.2,35.3,373227,119,6592440.5,90.7,4471087.8,144.2,8986867.5
Tue 01/16/18 08:00,187.8,8003426.7,83.8,7269839.5,88.8,2801752,9.2,1111591.7,145.2,4351732,3.7,3165620,2.2,94636,15.7,3030718.8,31.2,373258.2,121.3,6592561.8,110.3,4471198.2,147.2,8987014.7
Tue 01/16/18 09:00,240,8003666.7,117.8,7269957.3,117.5,2801869.5,9.7,1111601.3,171.3,4351903.3,5.5,3165625.5,2,94638,15.5,3030734.3,45.5,373303.7,133.3,6592695.2,122.2,4471320.3,152.7,8987167.3
Tue 01/16/18 10:00,312.2,8003978.8,128,7270085.3,132.2,2802001.7,9.5,1111610.8,168.7,4352072,7.3,3165632.8,2.2,94640.2,19.7,3030754,48.3,373352,146.3,6592841.5,133.3,4471453.7,163.7,8987331
Tue 01/16/18 11:00,317.8,8004296.7,141.3,7270226.7,139.8,2802141.5,8.7,1111619.5,169.7,4352241.7,9,3165641.8,2.2,94642.3,24.3,3030778.3,55.3,373407.3,157,6592998.5,135,4471588.7,180.8,8987511.8
Tue 01/16/18 12:00,314.7,8004611.3,137.3,7270364,135,2802276.5,9,1111628.5,177.5,4352419.2,9.2,3165651,2.2,94644.5,25.8,3030804.2,72.2,373479.5,157.7,6593156.2,133.5,4471722.2,184.8,8987696.7
Tue 01/16/18 13:00,315.2,8004926.5,125.7,7270489.7,134.8,2802411.3,9,1111637.5,176.7,4352595.8,9,3165660,2.3,94646.8,25.5,3030829.7,73.3,373552.8,158.7,6593314.8,135.5,4471857.7,177.5,8987874.2
Tue 01/16/18 14:00,315.3,8005241.8,133.3,7270623,128,2802539.3,9,1111646.5,171.8,4352767.7,9.5,3165669.5,2.3,94649.2,24.3,3030854,72,373624.8,155.7,6593470.5,131.5,4471989.2,184.5,8988058.7
Tue 01/16/18 15:00,318.5,8005560.3,115.2,7270738.2,120.2,2802659.5,9,1111655.5,153.8,4352921.5,7.7,3165677.2,2.2,94651.3,24,3030878,63,373687.8,154.3,6593624.8,132.8,4472122,182.2,8988240.8
Tue 01/16/18 16:00,318,8005878.3,128,7270866.2,133.2,2802792.7,9,1111664.5,180.3,4353101.8,8.2,3165685.3,2,94653.3,24.7,3030902.7,58.5,373746.3,159.2,6593784,140.2,4472262.2,178.2,8988419
Tue 01/16/18 17:00,313.3,8006191.7,114.3,7270980.5,134.3,2802927,9,1111673.5,179.8,4353281.7,7.8,3165693.2,2.2,94655.5,26.5,3030929.2,68.7,373815,158.8,6593942.8,137.7,4472399.8,182.5,8988601.5
Tue 01/16/18 18:00,288.5,8006480.2,118.5,7271099,143.3,2803070.3,8.8,1111682.3,180.5,4353462.2,7,3165700.2,2.3,94657.8,26.5,3030955.7,68.3,373883.3,160.2,6594103,140.5,4472540.3,186,8988787.5
Tue 01/16/18 19:00,208,8006688.2,126.8,7271225.8,141,2803211.3,8.7,1111691,183.7,4353645.8,5.3,3165705.5,2.3,94660.2,22.3,3030978,66.2,373949.5,153.5,6594256.5,142,4472682.3,175.3,8988962.8
Tue 01/16/18 20:00,128.7,8006816.8,134.8,7271360.7,137.3,2803348.7,7.5,1111698.5,183.5,4353829.3,4.3,3165709.8,2.5,94662.7,20.2,3030998.2,64.2,374013.7,142.3,6594398.8,147.8,4472830.2,166.3,8989129.2
Tue 01/16/18 21:00,127.3,8006944.2,125.7,7271486.3,132.2,2803480.8,6,1111704.5,169,4353998.3,3.7,3165713.5,2.3,94665,18,3031016.2,52.3,374066,130.2,6594529,126.3,4472956.5,160,8989289.2
Tue 01/16/18 22:00,129.2,8007073.3,93.8,7271580.2,95.5,2803576.3,5.3,1111709.8,144.5,4354142.8,2.8,3165716.3,2.3,94667.3,16,3031032.2,46.7,374112.7,127.3,6594656.3,109.7,4473066.2,154.3,8989443.5
Tue 01/16/18 23:00,127.7,8007201,97.5,7271677.7,108,2803684.3,5,1111714.8,157.7,4354300.5,3.2,3165719.5,2.5,94669.8,15.5,3031047.7,40.7,374153.3,125.2,6594781.5,100.2,4473166.3,154,8989597.5
Wed 01/17/18 00:00,127,8007328,96.5,7271774.2,113,2803797.3,4.8,1111719.7,150.7,4354451.2,3,3165722.5,1.8,94671.7,17,3031064.7,44.3,374197.7,119.8,6594901.3,88.5,4473254.8,146.8,8989744.3
Wed 01/17/18 01:00,122.6,8007450.6,100.5,7271874.7,118,2803915.3,4.7,1111724.4,153.5,4354604.7,3.4,3165725.9,1.2,94672.9,-279173.8,2751890.9,37.6,374235.3,111.5,6595012.8,91.1,4473345.9,-805154,8184590.3
Wed 01/17/18 02:00,111.9,8007562.5,77,7271951.7,91.5,2804006.8,4.3,1111728.7,114.8,4354719.5,2.9,3165728.8,0.1,94673,279206.6,3031097.5,30.6,374265.8,98.2,6595111,76.6,4473422.5,805448,8990038.3
Wed 01/17/18 03:00,146.3,8007708.8,76.8,7272028.5,94.8,2804101.7,5,1111733.7,123.5,4354843,3.2,3165732,0.8,94673.8,15.5,3031113,34.7,374300.5,115.8,6595226.8,77.3,4473499.8,142.5,8990180.8
Wed 01/17/18 04:00,133.2,8007842,73.7,7272102.2,86.7,2804188.3,4.8,1111738.5,119,4354962,3.2,3165735.2,0.2,94674,14.8,3031127.8,34.3,374334.8,116.8,6595343.7,75.3,4473575.2,146.2,8990327
Wed 01/17/18 05:00,128.3,8007970.3,72.8,7272175,82.7,2804271,4.8,1111743.3,117.3,4355079.3,3.7,3165738.8,1,94675,15,3031142.8,35.3,374370.2,116.2,6595459.8,71.8,4473647,145.2,8990472.2
Wed 01/17/18 06:00,128.7,8008099,64.5,7272239.5,73.7,2804344.7,5,1111748.3,105.3,4355184.7,3.8,3165742.7,0.2,94675.2,15.5,3031158.3,37.5,374407.7,137.2,6595597,72.7,4473719.7,149.2,8990621.3
Wed 01/17/18 07:00,132.2,8008231.2,70.3,7272309.8,80.2,2804424.8,7.2,1111755.5,125,4355309.7,3.8,3165746.5,2.3,94677.5,15.8,3031174.2,29.7,374437.3,116.5,6595713.5,84.5,4473804.2,150.8,8990772.2
Wed 01/17/18 08:00,154.8,8008386,92.5,7272402.3,93,2804517.8,8.5,1111764,152,4355461.7,4.8,3165751.3,3,94680.5,20.5,3031194.7,37,374474.3,116.8,6595830.3,106.5,4473910.7,152.3,8990924.5
Wed 01/17/18 09:00,211.3,8008597.3,121.8,7272524.2,116.3,2804634.2,9,1111773,162,4355623.7,5.2,3165756.5,2.7,94683.2,20.8,3031215.5,46.5,374520.8,132.8,6595963.2,113.3,4474024,159.7,8991084.2
Wed 01/17/18 10:00,284.3,8008881.7,128.5,7272652.7,123.3,2804757.5,9,1111782,167.2,4355790.8,6.7,3165763.2,2.8,94686,23.2,3031238.7,62.7,374583.5,139,6596102.2,121.7,4474145.7,155.5,8991239.7
Wed 01/17/18 11:00,303,8009184.7,130.8,7272783.5,126.3,2804883.8,8.7,1111790.7,175.2,4355966,7.2,3165770.3,3,94689,26.5,3031265.2,66.2,374649.7,147.2,6596249.3,129.8,4474275.5,172.3,8991412
Wed 01/17/18 12:00,303.2,8009487.8,124.2,7272907.7,133,2805016.8,8.8,1111799.5,170,4356136,8,3165778.3,3,94692,28.3,3031293.5,68.5,374718.2,159.7,6596409,131.8,4474407.3,182.2,8991594.2
Wed 01/17/18 13:00,305,8009792.8,119.8,7273027.5,125,2805141.8,9,1111808.5,158.8,4356294.8,7.5,3165785.8,2.2,94694.2,28.3,3031321.8,70.3,374788.5,160,6596569,128.5,4474535.8,190,8991784.2
Wed 01/17/18 14:00,302.3,8010095.2,121,7273148.5,119.3,2805261.2,8.7,1111817.2,155.2,4356450,6,3165791.8,2.7,94696.8,29.3,3031351.2,62,374850.5,153.3,6596722.3,128.3,4474664.2,188,8991972.2
Wed 01/17/18 15:00,303.5,8010398.7,128.2,7273276.7,139.2,2805400.3,8.8,1111826,172.3,4356622.3,8.2,3165800,3.7,94700.5,30.8,3031382,67,374917.5,156.2,6596878.5,132.3,4474796.5,186,8992158.2
Wed 01/17/18 16:00,306,8010704.7,130.3,7273407,130.5,2805530.8,9,1111835,171.3,4356793.7,7.2,3165807.2,3.5,94704,28.8,3031410.8,70.7,374988.2,160.2,6597038.7,131.7,4474928.2,178.8,8992337
Wed 01/17/18 17:00,306,8011010.7,120,7273527,131.7,2805662.5,8.5,1111843.5,167.5,4356961.2,7.3,3165814.5,2.7,94706.7,28.7,3031439.5,70.8,375059,161.5,6597200.2,136,4475064.2,178.2,8992515.2
Wed 01/17/18 18:00,286.5,8011297.2,119.5,7273646.5,139,2805801.5,9,1111852.5,179.3,4357140.5,6.3,3165820.8,2.8,94709.5,27.2,3031466.7,71.2,375130.2,163.2,6597363.3,130.7,4475194.8,176.3,8992691.5
Wed 01/17/18 19:00,210.8,8011508,128.5,7273775,138.5,2805940,8.5,1111861,187.8,4357328.3,5.7,3165826.5,3,94712.5,20.8,3031487.5,69.7,375199.8,159,6597522.3,131.8,4475326.7,170.8,8992862.3
Wed 01/17/18 20:00,128.8,8011636.8,141.3,7273916.3,134,2806074,7.5,1111868.5,182,4357510.3,5.7,3165832.2,4.3,94716.8,19.2,3031506.7,67.3,375267.2,149,6597671.3,133.5,4475460.2,165.8,8993028.2
Wed 01/17/18 21:00,127.2,8011764,113,7274029.3,109.7,2806183.7,6,1111874.5,140.2,4357650.5,4.3,3165836.5,4.3,94721.2,19.3,3031526,66.7,375333.8,140.2,6597811.5,126.5,4475586.7,160.8,8993189
Wed 01/17/18 22:00,127.8,8011891.8,99.7,7274129,116,2806299.7,5.5,1111880,157,4357807.5,3.7,3165840.2,4.2,94725.3,18.5,3031544.5,57.2,375391,129.5,6597941,107.2,4475693.8,157.2,8993346.2
Wed 01/17/18 23:00,128.8,8012020.7,86,7274215,108.8,2806408.5,5,1111885,156.7,4357964.2,3.7,3165843.8,4.2,94729.5,17,3031561.5,51.7,375442.7,124.8,6598065.8,100,4475793.8,150.5,8993496.7
Thu 01/18/18 00:00,130.3,8012151,83.5,7274298.5,106.8,2806515.3,5.2,1111890.2,149.7,4358113.8,3.7,3165847.5,2.5,94732,16,3031577.5,43.7,375486.3,119.8,6598185.7,97.8,4475891.7,150.2,8993646.8
Thu 01/18/18 01:00,124.6,8012275.6,83.6,7274382.1,109.2,2806624.5,4.6,1111894.7,142,4358255.9,3.2,3165850.7,1,94733,15.7,3031593.2,36,375522.4,113.3,6598299,99.3,4475991,147.2,8993794.1
Thu 01/18/18 02:00,115.4,8012391,68.4,7274450.5,89.8,2806714.3,4.4,1111899.2,113.3,4358369.2,2.8,3165853.5,1,94734,14.3,3031607.5,29.6,375552,117.7,6598416.7,79,4476070,127.9,8993922
Thu 01/18/18 03:00,132.8,8012523.8,76.8,7274527.3,95.7,2806810,5,1111904.2,124.2,4358493.3,3.3,3165856.8,0.2,94734.2,14.8,3031622.3,33.2,375585.2,119.2,6598535.8,82,4476152,137.5,8994059.5
Thu 01/18/18 04:00,129.7,8012653.5,73.7,7274601,90.7,2806900.7,5.7,1111909.8,120.2,4358613.5,3.2,3165860,1.2,94735.3,15.5,3031637.8,33.3,375618.5,116.2,6598652,77.7,4476229.7,145,8994204.5
Thu 01/18/18 05:00,147.8,8012801.3,72,7274673,86.2,2806986.8,5,1111914.8,120.3,4358733.8,3.7,3165863.7,1.2,94736.5,15.8,3031653.7,33.8,375652.3,115.8,6598767.8,75,4476304.7,142.5,8994347
Thu 01/18/18 06:00,133.2,8012934.5,72.2,7274745.2,86,2807072.8,4.8,1111919.7,119,4358852.8,4.2,3165867.8,1.2,94737.7,15.3,3031669,35.5,375687.8,116.3,6598884.2,78.2,4476382.8,147.2,8994494.2
Thu 01/18/18 07:00,135.3,8013069.8,72.2,7274817.3,86.7,2807159.5,6.5,1111926.2,127.2,4358980,4.5,3165872.3,1.7,94739.3,15.8,3031684.8,34,375721.8,116,6599000.2,90.7,4476473.5,146.5,8994640.7
Thu 01/18/18 08:00,157.3,8013227.2,88.7,7274906,94,2807253.5,8.3,1111934.5,147.3,4359127.3,4.7,3165877,1.8,94741.2,19.7,3031704.5,43.2,375765,121,6599121.2,107.2,4476580.7,148,8994788.7
Thu 01/18/18 09:00,205.7,8013432.8,115.5,7275021.5,107.8,2807361.3,9,1111943.5,165,4359292.3,4.7,3165881.7,2,94743.2,20,3031724.5,47.8,375812.8,128.8,6599250,119.7,4476700.3,152.2,8994940.8
Thu 01/18/18 10:00,273.3,8013706.2,117.5,7275139,119,2807480.3,9,1111952.5,167.5,4359459.8,6.2,3165887.8,1.7,94744.8,22.2,3031746.7,46.7,375859.5,139.3,6599389.3,129.2,4476829.5,158.8,8995099.7
Thu 01/18/18 11:00,297.8,8014004,123.8,7275262.8,121.3,2807601.7,7.7,1111960.2,163.3,4359623.2,7.3,3165895.2,2,94746.8,27.5,3031774.2,49.3,375908.8,151.7,6599541,136.5,4476966,171.2,8995270.8
Thu 01/18/18 12:00,300,8014304,128.5,7275391.3,128,2807729.7,7.8,1111968,171.5,4359794.7,7.7,3165902.8,2,94748.8,28.3,3031802.5,52.8,375961.7,156.8,6599697.8,143.5,4477109.5,182.3,8995453.2
Thu 01/18/18 13:00,300,8014604,135,7275526.3,127.7,2807857.3,9,1111977,167,4359961.7,6.7,3165909.5,2,94750.8,28.5,3031831,52.8,376014.5,159.5,6599857.3,139,4477248.5,186.7,8995639.8
Thu 01/18/18 14:00,299.8,8014903.8,140.7,7275667,127.8,2807985.2,9,1111986,166.7,4360128.3,7,3165916.5,1.8,94752.7,28.8,3031859.8,52.8,376067.3,156.7,6600014,135.3,4477383.8,185.3,8995825.2
Thu 01/18/18 15:00,306,8015209.8,126,7275793,131.8,2808117,8.7,1111994.7,164.5,4360292.8,7.2,3165923.7,1.3,94754,28.7,3031888.5,53.2,376120.5,156.7,6600170.7,133.8,4477517.7,186,8996011.2
Thu 01/18/18 16:00,306.3,8015516.2,126.7,7275919.7,130.3,2808247.3,8.8,1112003.5,165.2,4360458,8,3165931.7,1.3,94755.3,28.8,3031917.3,53.5,376174,157,6600327.7,137.7,4477655.3,185.7,8996196.8
Thu 01/18/18 17:00,303.2,8015819.3,111.2,7276030.8,137.3,2808384.7,9,1112012.5,162,4360620,8.3,3165940,2.5,94757.8,30.7,3031948,51.3,376225.3,157.7,6600485.3,136,4477791.3,181.7,8996378.5
Thu 01/18/18 18:00,297.3,8016116.7,116.7,7276147.5,131.7,2808516.3,8.5,1112021,162.3,4360782.3,6.3,3165946.3,2.2,94760,28.7,3031976.7,50.3,376275.7,157.8,6600643.2,141.8,4477933.2,182.3,8996560.8
Thu 01/18/18 19:00,285.3,8016402,123.3,7276270.8,131.5,2808647.8,8.8,1112029.8,172.3,4360954.7,5,3165951.3,2.8,94762.8,24.3,3032001,49.7,376325.3,160.5,6600803.7,144.3,4478077.5,176.7,8996737.5
Thu 01/18/18 20:00,285.8,8016687.8,138.8,7276409.7,131.7,2808779.5,7.7,1112037.5,175.7,4361130.3,4.5,3165955.8,3,94765.8,19.5,3032020.5,49.3,376374.7,154.2,6600957.8,136,4478213.5,171.7,8996909.2
Thu 01/18/18 21:00,259.7,8016947.5,135.8,7276545.5,132.3,2808911.8,5.7,1112043.2,173.8,4361304.2,4,3165959.8,3.5,94769.3,17.5,3032038,49.2,376423.8,136.3,6601094.2,127.7,4478341.2,164,8997073.2
Thu 01/18/18 22:00,201,8017148.5,95,7276640.5,124,2809035.8,5.2,1112048.3,162.5,4361466.7,3.2,3165963,4,94773.3,15.8,3032053.8,48.2,376472,128.2,6601222.3,108,4478449.2,162.2,8997235.3
Thu 01/18/18 23:00,194,8017342.5,84,7276724.5,120.3,2809156.2,4.8,1112053.2,154.5,4361621.2,3,3165966,3,94776.3,16,3032069.8,47.5,376519.5,128.7,6601351,102.7,4478551.8,157,8997392.3
Fri 01/19/18 00:00,168.5,8017511,84.2,7276808.7,116.7,2809272.8,5,1112058.2,142.7,4361763.8,3,3165969,2.5,94778.8,15.8,3032085.7,43.7,376563.2,123.3,6601474.3,93.5,4478645.3,153.7,8997546
Fri 01/19/18 01:00,131.7,8017642.7,92.2,7276900.9,129.9,2809402.8,4.7,1112062.9,155.9,4361919.7,3.7,3165972.7,1.4,94780.2,18.8,3032104.4,39.9,376603,115.7,6601590,99.6,4478744.9,-823695.9,8173850.1
Fri 01/19/18 02:00,115.3,8017758,71.4,7276972.3,99.1,2809501.8,4.1,1112067,119.6,4362039.3,2.8,3165975.5,1.3,94781.5,14.7,3032119.2,31.5,376634.5,107.5,6601697.5,81.6,4478826.5,824002.6,8997852.7
Fri 01/19/18 03:00,146.7,8017904.7,75,7277047.3,104.2,2809606,5,1112072,127.2,4362166.5,3,3165978.5,1.3,94782.8,15.5,3032134.7,35.5,376670,134.3,6601831.8,84.3,4478910.8,143.3,8997996
Fri 01/19/18 04:00,139,8018043.7,72.2,7277119.5,96.5,2809702.5,5.3,1112077.3,121,4362287.5,3.2,3165981.7,2,94784.8,16,3032150.7,35,376705,117.7,6601949.5,79,4478989.8,142.7,8998138.7
Fri 01/19/18 05:00,131.5,8018175.2,71,7277190.5,95.2,2809797.7,4.8,1112082.2,119.7,4362407.2,3.7,3165985.3,1.7,94786.5,15.2,3032165.8,36,376741,117.2,6602066.7,75.3,4479065.2,141.8,8998280.5
Fri 01/19/18 06:00,133.5,8018308.7,60.7,7277251.2,82.8,2809880.5,4.8,1112087,105.2,4362512.3,4.2,3165989.5,2,94788.5,15.2,3032181,35,376776,117,6602183.7,76.3,4479141.5,144.2,8998424.7
Fri 01/19/18 07:00,138.2,8018446.8,70.8,7277322,94,2809974.5,6.3,1112093.3,128.2,4362640.5,3.5,3165993,2.2,94790.7,15.7,3032196.7,31,376807,117,6602300.7,88.2,4479229.7,145.5,8998570.2
Fri 01/19/18 08:00,157.3,8018604.2,99.3,7277421.3,105.8,2810080.3,8.7,1112102,154.5,4362795,4.5,3165997.5,3,94793.7,17.7,3032214.3,38.2,376845.2,119.3,6602420,103.8,4479333.5,145.2,8998715.3
Fri 01/19/18 09:00,214.8,8018819,118.8,7277540.2,117.3,2810197.7,9,1112111,172.8,4362967.8,5,3166002.5,2.7,94796.3,16.7,3032231,47.8,376893,131.3,6602551.3,115,4479448.5,153,8998868.3
Fri 01/19/18 10:00,286.7,8019105.7,117.8,7277658,124,2810321.7,9,1112120,168.7,4363136.5,7,3166009.5,2.5,94798.8,19,3032250,65,376958,140.7,6602692,128.2,4479576.7,165.3,8999033.7
Fri 01/19/18 11:00,309.8,8019415.5,131,7277789,128.3,2810450,8.8,1112128.8,169.3,4363305.8,8.2,3166017.7,2.5,94801.3,22.3,3032272.3,69.3,377027.3,149.5,6602841.5,131.7,4479708.3,177.7,8999211.3
Fri 01/19/18 12:00,316,8019731.5,130.7,7277919.7,134.2,2810584.2,8.7,1112137.5,176.3,4363482.2,8.5,3166026.2,2.7,94804,25.8,3032298.2,71.7,377099,156.7,6602998.2,137.8,4479846.2,184.2,8999395.5
Fri 01/19/18 13:00,313.3,8020044.8,117,7278036.7,133,2810717.2,9,1112146.5,157.5,4363639.7,7.8,3166034,2.3,94806.3,27.7,3032325.8,72.2,377171.2,158.2,6603156.3,142.3,4479988.5,187,8999582.5
Fri 01/19/18 14:00,309.7,8020354.5,128.7,7278165.3,123.3,2810840.5,9,1112155.5,160.3,4363800,5.7,3166039.7,2.7,94809,27.8,3032353.7,61.7,377232.8,158,6603314.3,134,4480122.5,186.3,8999768.8
Fri 01/19/18 15:00,307.5,8020662,133.7,7278299,131.5,2810972,9,1112164.5,175.2,4363975.2,7.7,3166047.3,2.2,94811.2,26.3,3032380,64,377296.8,157,6603471.3,139,4480261.5,187.5,8999956.3
Fri 01/19/18 16:00,302.5,8020964.5,126.7,7278425.7,131.5,2811103.5,9,1112173.5,168.3,4364143.5,8,3166055.3,2.3,94813.5,28.7,3032408.7,71.2,377368,157.8,6603629.2,142.8,4480404.3,184.7,9000141
Fri 01/19/18 17:00,302.3,8021266.8,122.8,7278548.5,127.7,2811231.2,8.5,1112182,171.5,4364315,7.2,3166062.5,2.7,94816.2,25.3,3032434,69.5,377437.5,159.8,6603789,132.3,4480536.7,180.5,9000321.5
Fri 01/19/18 18:00,284.3,8021551.2,126.7,7278675.2,133.3,2811364.5,9,1112191,176.2,4364491.2,6.8,3166069.3,2.8,94819,22.5,3032456.5,66.2,377503.7,161,6603950,132.3,4480669,178.5,9000500
Fri 01/19/18 19:00,207.8,8021759,130.7,7278805.8,135.3,2811499.8,8.5,1112199.5,185.3,4364676.5,5.7,3166075,3,94822,18.3,3032474.8,64.8,377568.5,158.2,6604108.2,130.3,4480799.3,173.3,9000673.3
Fri 01/19/18 20:00,129.5,8021888.5,138.7,7278944.5,129.5,2811629.3,7.7,1112207.2,186.3,4364862.8,4.3,3166079.3,2.7,94824.7,16,3032490.8,67.7,377636.2,140,6604248.2,131.3,4480930.7,166.5,9000839.8
Fri 01/19/18 21:00,129,8022017.5,97.3,7279041.8,100,2811729.3,5.3,1112212.5,150.7,4365013.5,4,3166083.3,4.2,94828.8,15.3,3032506.2,64.3,377700.5,132.3,6604380.5,122,4481052.7,159,9000998.8
Fri 01/19/18 22:00,128.7,8022146.2,85.5,7279127.3,114.5,2811843.8,5.5,1112218,159.7,4365173.2,4,3166087.3,3.7,94832.5,15.5,3032521.7,58.5,377759,135.3,6604515.8,102.2,4481154.8,154.3,9001153.2
Fri 01/19/18 23:00,128.3,8022274.5,82.2,7279209.5,113,2811956.8,4.8,1112222.8,152.7,4365325.8,4,3166091.3,2.8,94835.3,15.3,3032537,51.8,377810.8,124.5,6604640.3,96.3,4481251.2,152.2,9001305.3
Sat 01/20/18 00:00,129.3,8022403.8,83.7,7279293.2,115.7,2812072.5,4.8,1112227.7,146.3,4365472.2,4.3,3166095.7,2.2,94837.5,15,3032552,42.2,377853,123.8,6604764.2,87,4481338.2,147.8,9001453.2
Sat 01/20/18 01:00,121.6,8022525.4,88.7,7279381.9,115.8,2812188.3,4.4,1112232.1,142.9,4365615,4.2,3166099.9,1.4,94838.9,15.1,3032567.1,34.4,377887.4,113,6604877.1,90.3,4481428.5,-656832.3,8344620.9
