,Day Ahead LMP,Real Time LMP
2018-05-07 00:00:00,19.76,-16.93
2018-05-07 01:00:00,15.62,11.66
2018-05-07 02:00:00,15.08,-8.78
2018-05-07 03:00:00,16.09,5.21
2018-05-07 04:00:00,16.09,10.57
2018-05-07 05:00:00,21.25,20.9
2018-05-07 06:00:00,22.72,21.62
2018-05-07 07:00:00,20.2,28.38
2018-05-07 08:00:00,20.12,30.91
2018-05-07 09:00:00,20.09,25.81
2018-05-07 10:00:00,20.04,19.59
2018-05-07 11:00:00,20.06,18.22
2018-05-07 12:00:00,20.02,17.52
2018-05-07 13:00:00,20.01,25.42
2018-05-07 14:00:00,20.13,24.3
2018-05-07 15:00:00,20.6,28.55
2018-05-07 16:00:00,25.28,48.5
2018-05-07 17:00:00,28.91,56.36
2018-05-07 18:00:00,30.49,58.25
2018-05-07 19:00:00,34.35,66.22
2018-05-07 20:00:00,23.72,36.74
2018-05-07 21:00:00,20.14,23.66
2018-05-07 22:00:00,16.35,16.65
2018-05-07 23:00:00,14.99,17.1
2018-05-08 00:00:00,11.81,18.1
2018-05-08 01:00:00,11.43,15.7
2018-05-08 02:00:00,11.29,14.98
2018-05-08 03:00:00,11.66,18.68
2018-05-08 04:00:00,15.26,-31.56
2018-05-08 05:00:00,25.15,11.92
2018-05-08 06:00:00,28.09,25.59
2018-05-08 07:00:00,22.66,22.48
2018-05-08 08:00:00,20.15,18.52
2018-05-08 09:00:00,20.16,17.32
2018-05-08 10:00:00,20.14,17.56
2018-05-08 11:00:00,20.02,20.01
2018-05-08 12:00:00,20.72,30.07
2018-05-08 13:00:00,21.2,30.07
2018-05-08 14:00:00,22.45,21.21
2018-05-08 15:00:00,25.91,28.35
2018-05-08 16:00:00,28.0,40.74
2018-05-08 17:00:00,27.67,39.66
2018-05-08 18:00:00,26.54,32.81
2018-05-08 19:00:00,30.61,37.86
2018-05-08 20:00:00,25.59,36.62
2018-05-08 21:00:00,17.77,21.05
2018-05-08 22:00:00,20.77,31.41
2018-05-08 23:00:00,16.17,28.83
2018-05-09 00:00:00,13.9,-6.76
2018-05-09 01:00:00,13.1,-6.35
2018-05-09 02:00:00,11.27,16.78
2018-05-09 03:00:00,13.12,19.04
2018-05-09 04:00:00,13.7,26.52
2018-05-09 05:00:00,21.58,22.33
2018-05-09 06:00:00,24.86,20.16
2018-05-09 07:00:00,24.44,22.76
2018-05-09 08:00:00,24.36,21.45
2018-05-09 09:00:00,24.97,36.91
2018-05-09 10:00:00,24.96,40.0
2018-05-09 11:00:00,24.4,33.38
2018-05-09 12:00:00,26.09,27.15
2018-05-09 13:00:00,26.36,22.43
2018-05-09 14:00:00,27.58,32.63
2018-05-09 15:00:00,30.75,28.8
2018-05-09 16:00:00,30.6,26.65
2018-05-09 17:00:00,30.51,21.91
2018-05-09 18:00:00,30.49,25.1
2018-05-09 19:00:00,33.96,27.39
2018-05-09 20:00:00,24.51,30.74
2018-05-09 21:00:00,20.36,11.67
2018-05-09 22:00:00,21.23,3.22
2018-05-09 23:00:00,19.89,35.56
2018-05-10 00:00:00,11.04,0.62
2018-05-10 01:00:00,10.39,-19.09
2018-05-10 02:00:00,10.08,-2.09
2018-05-10 03:00:00,10.41,4.7
2018-05-10 04:00:00,16.03,21.68
2018-05-10 05:00:00,21.22,14.42
2018-05-10 06:00:00,25.78,7.22
2018-05-10 07:00:00,23.89,16.79
2018-05-10 08:00:00,23.96,16.71
2018-05-10 09:00:00,23.75,-7.33
2018-05-10 10:00:00,24.36,-0.55
2018-05-10 11:00:00,26.87,15.92
2018-05-10 12:00:00,27.05,18.64
2018-05-10 13:00:00,27.71,18.56
2018-05-10 14:00:00,29.51,17.43
2018-05-10 15:00:00,27.65,2.92
2018-05-10 16:00:00,32.26,11.35
2018-05-10 17:00:00,30.24,17.14
2018-05-10 18:00:00,32.25,17.36
2018-05-10 19:00:00,34.72,21.87
2018-05-10 20:00:00,26.51,19.84
2018-05-10 21:00:00,22.94,5.76
2018-05-10 22:00:00,22.73,7.65
2018-05-10 23:00:00,15.43,16.35
2018-05-11 00:00:00,15.18,24.07
2018-05-11 01:00:00,10.15,12.28
2018-05-11 02:00:00,8.38,7.6
2018-05-11 03:00:00,10.36,18.96
2018-05-11 04:00:00,18.2,19.92
2018-05-11 05:00:00,20.39,28.11
2018-05-11 06:00:00,31.28,27.93
2018-05-11 07:00:00,24.42,22.4
2018-05-11 08:00:00,23.12,18.22
2018-05-11 09:00:00,22.82,19.51
2018-05-11 10:00:00,23.1,17.54
2018-05-11 11:00:00,22.96,16.56
2018-05-11 12:00:00,24.35,16.88
2018-05-11 13:00:00,22.25,16.51
2018-05-11 14:00:00,23.08,19.13
2018-05-11 15:00:00,24.46,28.92
2018-05-11 16:00:00,28.25,39.2
2018-05-11 17:00:00,26.34,35.08
2018-05-11 18:00:00,25.81,24.02
2018-05-11 19:00:00,27.34,29.03
2018-05-11 20:00:00,24.58,24.77
2018-05-11 21:00:00,21.3,21.1
2018-05-11 22:00:00,19.51,17.16
2018-05-11 23:00:00,26.31,17.71
2018-05-12 00:00:00,21.56,14.92
2018-05-12 01:00:00,18.7,16.4
2018-05-12 02:00:00,16.99,21.13
2018-05-12 03:00:00,16.76,17.64
2018-05-12 04:00:00,16.21,14.22
2018-05-12 05:00:00,21.67,18.33
2018-05-12 06:00:00,21.52,17.99
2018-05-12 07:00:00,21.71,21.33
2018-05-12 08:00:00,28.56,20.63
2018-05-12 09:00:00,29.07,61.34
2018-05-12 10:00:00,27.68,40.77
2018-05-12 11:00:00,25.03,22.21
2018-05-12 12:00:00,23.75,29.27
2018-05-12 13:00:00,23.4,28.73
2018-05-12 14:00:00,23.39,24.97
2018-05-12 15:00:00,27.48,23.96
2018-05-12 16:00:00,25.36,19.3
2018-05-12 17:00:00,28.71,20.19
2018-05-12 18:00:00,27.61,22.43
2018-05-12 19:00:00,31.85,23.43
2018-05-12 20:00:00,24.28,22.91
2018-05-12 21:00:00,20.08,32.69
2018-05-12 22:00:00,19.99,37.11
2018-05-12 23:00:00,21.2,16.06
2018-05-13 00:00:00,20.72,15.82
2018-05-13 01:00:00,17.23,15.3
2018-05-13 02:00:00,15.03,12.49
2018-05-13 03:00:00,15.04,-17.36
2018-05-13 04:00:00,18.87,13.76
2018-05-13 05:00:00,18.9,-8.45
2018-05-13 06:00:00,18.0,8.6
2018-05-13 07:00:00,22.39,15.21
2018-05-13 08:00:00,20.53,16.7
2018-05-13 09:00:00,20.89,15.22
2018-05-13 10:00:00,19.62,14.89
2018-05-13 11:00:00,19.82,3.48
2018-05-13 12:00:00,19.59,9.73
2018-05-13 13:00:00,18.27,11.43
2018-05-13 14:00:00,20.37,-7.12
2018-05-13 15:00:00,22.8,-4.26
2018-05-13 16:00:00,29.11,19.04
2018-05-13 17:00:00,28.48,19.92
2018-05-13 18:00:00,27.5,17.88
2018-05-13 19:00:00,40.5,17.58
2018-05-13 20:00:00,24.6,17.81
2018-05-13 21:00:00,20.58,22.56
2018-05-13 22:00:00,18.16,10.05
2018-05-13 23:00:00,15.8,15.55
2018-05-14 00:00:00,15.29,17.11
2018-05-14 01:00:00,10.89,17.28
2018-05-14 02:00:00,10.11,17.49
2018-05-14 03:00:00,15.86,18.12
2018-05-14 04:00:00,17.01,25.43
2018-05-14 05:00:00,24.97,39.87
2018-05-14 06:00:00,24.66,212.11
2018-05-14 07:00:00,24.33,61.83
2018-05-14 08:00:00,24.38,50.3
2018-05-14 09:00:00,24.62,76.8
2018-05-14 10:00:00,25.43,42.64
2018-05-14 11:00:00,27.43,20.89
2018-05-14 12:00:00,27.1,17.5
2018-05-14 13:00:00,24.99,17.21
2018-05-14 14:00:00,27.66,17.3
2018-05-14 15:00:00,28.29,18.29
2018-05-14 16:00:00,29.94,23.75
2018-05-14 17:00:00,30.69,29.67
2018-05-14 18:00:00,30.57,32.75
2018-05-14 19:00:00,34.61,27.99
2018-05-14 20:00:00,26.72,25.54
2018-05-14 21:00:00,20.07,21.84
2018-05-14 22:00:00,19.44,11.66
2018-05-14 23:00:00,26.24,15.11
2018-05-15 00:00:00,23.14,25.36
2018-05-15 01:00:00,22.72,19.02
2018-05-15 02:00:00,22.83,20.61
2018-05-15 03:00:00,26.63,21.37
2018-05-15 04:00:00,23.46,20.24
2018-05-15 05:00:00,28.37,17.3
2018-05-15 06:00:00,31.96,19.93
2018-05-15 07:00:00,28.86,24.58
2018-05-15 08:00:00,28.93,24.17
2018-05-15 09:00:00,34.0,23.22
2018-05-15 10:00:00,35.84,23.7
2018-05-15 11:00:00,35.88,25.95
2018-05-15 12:00:00,35.93,25.67
2018-05-15 13:00:00,40.64,34.28
2018-05-15 14:00:00,42.81,186.66
2018-05-15 15:00:00,43.47,283.07
2018-05-15 16:00:00,43.01,135.07
2018-05-15 17:00:00,37.38,43.45
2018-05-15 18:00:00,35.3,37.92
2018-05-15 19:00:00,35.75,26.71
2018-05-15 20:00:00,29.89,24.0
2018-05-15 21:00:00,26.72,27.65
2018-05-15 22:00:00,25.39,16.43
2018-05-15 23:00:00,20.05,20.0
2018-05-16 00:00:00,17.81,18.18
2018-05-16 01:00:00,17.87,18.14
2018-05-16 02:00:00,17.78,17.65
2018-05-16 03:00:00,18.63,17.82
2018-05-16 04:00:00,17.86,18.46
2018-05-16 05:00:00,22.6,18.56
2018-05-16 06:00:00,26.1,21.63
2018-05-16 07:00:00,24.09,22.23
2018-05-16 08:00:00,24.89,22.86
2018-05-16 09:00:00,27.48,25.85
2018-05-16 10:00:00,24.85,23.96
2018-05-16 11:00:00,24.04,24.15
2018-05-16 12:00:00,27.83,25.34
2018-05-16 13:00:00,26.63,32.33
2018-05-16 14:00:00,24.81,31.46
2018-05-16 15:00:00,26.06,27.24
2018-05-16 16:00:00,26.99,25.96
2018-05-16 17:00:00,27.52,27.93
2018-05-16 18:00:00,28.03,29.79
2018-05-16 19:00:00,27.72,34.46
2018-05-16 20:00:00,23.96,26.23
2018-05-16 21:00:00,21.55,19.45
2018-05-16 22:00:00,19.36,11.54
2018-05-16 23:00:00,18.26,13.88
2018-05-17 00:00:00,16.77,18.63
2018-05-17 01:00:00,15.04,17.64
2018-05-17 02:00:00,16.86,17.77
2018-05-17 03:00:00,16.88,16.72
2018-05-17 04:00:00,23.12,19.5
2018-05-17 05:00:00,25.09,20.36
2018-05-17 06:00:00,26.43,26.95
2018-05-17 07:00:00,15.98,27.82
2018-05-17 08:00:00,18.6,27.2
2018-05-17 09:00:00,20.4,24.31
2018-05-17 10:00:00,26.12,38.23
2018-05-17 11:00:00,27.39,34.75
2018-05-17 12:00:00,27.51,31.66
2018-05-17 13:00:00,29.1,23.05
2018-05-17 14:00:00,29.12,26.24
2018-05-17 15:00:00,30.49,36.02
2018-05-17 16:00:00,29.15,33.67
2018-05-17 17:00:00,28.13,33.62
2018-05-17 18:00:00,29.25,27.04
2018-05-17 19:00:00,30.0,32.97
2018-05-17 20:00:00,25.97,28.33
2018-05-17 21:00:00,24.92,18.01
2018-05-17 22:00:00,25.17,16.54
2018-05-17 23:00:00,22.99,16.97
2018-05-18 00:00:00,16.26,15.76
2018-05-18 01:00:00,16.29,12.47
2018-05-18 02:00:00,16.29,6.08
2018-05-18 03:00:00,16.12,5.3
2018-05-18 04:00:00,18.25,16.34
2018-05-18 05:00:00,25.36,22.08
2018-05-18 06:00:00,28.24,27.88
2018-05-18 07:00:00,24.84,25.74
2018-05-18 08:00:00,26.22,18.67
2018-05-18 09:00:00,26.55,19.58
2018-05-18 10:00:00,25.44,17.65
2018-05-18 11:00:00,24.14,16.44
2018-05-18 12:00:00,23.21,16.38
2018-05-18 13:00:00,23.16,-4.55
2018-05-18 14:00:00,23.72,3.54
2018-05-18 15:00:00,24.35,6.1
2018-05-18 16:00:00,24.51,19.46
2018-05-18 17:00:00,23.79,21.49
2018-05-18 18:00:00,24.49,19.64
2018-05-18 19:00:00,25.51,23.48
2018-05-18 20:00:00,21.54,20.37
2018-05-18 21:00:00,21.86,22.58
2018-05-18 22:00:00,23.87,17.89
2018-05-18 23:00:00,23.24,27.1
2018-05-19 00:00:00,22.12,19.3
2018-05-19 01:00:00,18.63,12.94
2018-05-19 02:00:00,17.42,14.48
2018-05-19 03:00:00,15.64,15.93
2018-05-19 04:00:00,16.04,13.21
2018-05-19 05:00:00,16.82,11.59
2018-05-19 06:00:00,21.04,15.18
2018-05-19 07:00:00,21.3,26.34
2018-05-19 08:00:00,22.2,20.84
2018-05-19 09:00:00,21.53,20.93
2018-05-19 10:00:00,22.29,22.47
2018-05-19 11:00:00,21.18,30.46
2018-05-19 12:00:00,21.1,27.53
2018-05-19 13:00:00,20.08,19.03
2018-05-19 14:00:00,19.9,18.17
2018-05-19 15:00:00,20.54,18.86
2018-05-19 16:00:00,23.29,20.85
2018-05-19 17:00:00,23.11,20.21
2018-05-19 18:00:00,23.62,19.55
2018-05-19 19:00:00,27.48,20.6
2018-05-19 20:00:00,25.24,31.53
2018-05-19 21:00:00,21.26,53.13
2018-05-19 22:00:00,20.78,29.98
2018-05-19 23:00:00,30.61,28.42
2018-05-20 00:00:00,23.01,16.21
2018-05-20 01:00:00,18.38,12.47
2018-05-20 02:00:00,17.28,15.68
2018-05-20 03:00:00,17.34,15.75
2018-05-20 04:00:00,17.37,0.49
2018-05-20 05:00:00,19.27,3.66
2018-05-20 06:00:00,17.09,2.66
2018-05-20 07:00:00,20.38,16.22
2018-05-20 08:00:00,21.89,17.08
2018-05-20 09:00:00,24.64,17.02
2018-05-20 10:00:00,25.17,18.34
2018-05-20 11:00:00,25.56,19.22
2018-05-20 12:00:00,25.16,18.62
2018-05-20 13:00:00,25.55,19.6
2018-05-20 14:00:00,26.56,21.43
2018-05-20 15:00:00,27.19,30.69
2018-05-20 16:00:00,34.85,31.02
2018-05-20 17:00:00,33.91,32.59
2018-05-20 18:00:00,34.81,24.5
2018-05-20 19:00:00,36.83,29.15
2018-05-20 20:00:00,25.52,29.91
2018-05-20 21:00:00,21.93,19.75
2018-05-20 22:00:00,25.6,16.99
2018-05-20 23:00:00,21.09,17.73
2018-05-21 00:00:00,18.89,7.06
2018-05-21 01:00:00,15.92,13.94
2018-05-21 02:00:00,13.28,-6.85
2018-05-21 03:00:00,16.51,-26.06
2018-05-21 04:00:00,19.41,4.95
2018-05-21 05:00:00,20.55,11.01
2018-05-21 06:00:00,21.52,18.4
2018-05-21 07:00:00,18.76,19.08
2018-05-21 08:00:00,20.29,19.21
2018-05-21 09:00:00,22.17,18.83
2018-05-21 10:00:00,24.26,19.16
2018-05-21 11:00:00,25.71,17.52
2018-05-21 12:00:00,25.86,16.53
2018-05-21 13:00:00,27.31,17.16
2018-05-21 14:00:00,30.22,-6.43
2018-05-21 15:00:00,32.05,16.18
2018-05-21 16:00:00,35.16,20.5
2018-05-21 17:00:00,29.38,19.65
2018-05-21 18:00:00,28.55,18.81
2018-05-21 19:00:00,30.23,19.54
2018-05-21 20:00:00,23.64,18.78
2018-05-21 21:00:00,21.98,-1.21
2018-05-21 22:00:00,20.6,-10.01
2018-05-21 23:00:00,16.93,25.04
2018-05-22 00:00:00,11.58,19.08
2018-05-22 01:00:00,10.13,19.6
2018-05-22 02:00:00,11.59,21.33
2018-05-22 03:00:00,11.17,20.78
2018-05-22 04:00:00,15.09,30.58
2018-05-22 05:00:00,22.49,15.47
2018-05-22 06:00:00,22.77,23.94
2018-05-22 07:00:00,21.85,22.97
2018-05-22 08:00:00,22.19,31.67
2018-05-22 09:00:00,24.35,33.94
2018-05-22 10:00:00,27.77,26.21
2018-05-22 11:00:00,28.14,31.49
2018-05-22 12:00:00,27.43,51.59
2018-05-22 13:00:00,23.91,27.53
2018-05-22 14:00:00,24.5,21.18
2018-05-22 15:00:00,28.6,22.25
2018-05-22 16:00:00,27.63,20.9
2018-05-22 17:00:00,27.71,20.82
2018-05-22 18:00:00,27.73,22.02
2018-05-22 19:00:00,28.0,32.67
2018-05-22 20:00:00,22.39,21.78
2018-05-22 21:00:00,21.11,18.76
2018-05-22 22:00:00,17.98,-11.64
2018-05-22 23:00:00,15.42,15.6
2018-05-23 00:00:00,10.62,15.55
2018-05-23 01:00:00,10.63,16.46
2018-05-23 02:00:00,10.61,15.58
2018-05-23 03:00:00,15.36,15.75
2018-05-23 04:00:00,16.82,15.99
2018-05-23 05:00:00,20.88,16.4
2018-05-23 06:00:00,20.92,19.63
2018-05-23 07:00:00,20.03,21.06
2018-05-23 08:00:00,20.69,23.0
2018-05-23 09:00:00,22.61,22.12
2018-05-23 10:00:00,21.93,18.47
2018-05-23 11:00:00,20.45,17.98
2018-05-23 12:00:00,22.23,18.46
2018-05-23 13:00:00,24.87,20.05
2018-05-23 14:00:00,27.15,20.67
2018-05-23 15:00:00,32.26,20.93
2018-05-23 16:00:00,30.84,34.36
2018-05-23 17:00:00,32.16,52.54
2018-05-23 18:00:00,31.45,40.27
2018-05-23 19:00:00,29.27,41.15
2018-05-23 20:00:00,25.05,40.5
2018-05-23 21:00:00,20.31,29.66
2018-05-23 22:00:00,20.2,26.36
2018-05-23 23:00:00,17.0,23.99
2018-05-24 00:00:00,16.75,20.7
2018-05-24 01:00:00,11.05,20.84
2018-05-24 02:00:00,10.69,20.57
2018-05-24 03:00:00,14.11,20.56
2018-05-24 04:00:00,16.49,20.26
2018-05-24 05:00:00,22.67,20.11
2018-05-24 06:00:00,26.66,36.99
2018-05-24 07:00:00,20.86,39.27
2018-05-24 08:00:00,21.15,46.12
2018-05-24 09:00:00,20.83,20.99
2018-05-24 10:00:00,23.15,19.32
2018-05-24 11:00:00,25.38,20.47
2018-05-24 12:00:00,28.18,20.86
2018-05-24 13:00:00,28.14,20.79
2018-05-24 14:00:00,30.82,26.47
2018-05-24 15:00:00,30.95,40.05
2018-05-24 16:00:00,31.39,36.26
2018-05-24 17:00:00,31.3,41.08
2018-05-24 18:00:00,27.26,39.68
2018-05-24 19:00:00,26.31,30.95
2018-05-24 20:00:00,23.5,40.57
2018-05-24 21:00:00,19.55,32.68
2018-05-24 22:00:00,20.97,28.36
2018-05-24 23:00:00,20.62,21.91
2018-05-25 00:00:00,20.45,20.0
2018-05-25 01:00:00,17.74,3.49
2018-05-25 02:00:00,17.13,-16.72
2018-05-25 03:00:00,17.4,4.15
2018-05-25 04:00:00,23.67,-7.31
2018-05-25 05:00:00,35.33,-14.23
2018-05-25 06:00:00,23.49,6.74
2018-05-25 07:00:00,24.27,14.93
2018-05-25 08:00:00,24.62,17.19
2018-05-25 09:00:00,29.61,18.43
2018-05-25 10:00:00,30.55,18.13
2018-05-25 11:00:00,32.24,14.26
2018-05-25 12:00:00,34.76,17.38
2018-05-25 13:00:00,35.73,17.7
2018-05-25 14:00:00,36.75,19.42
2018-05-25 15:00:00,41.5,19.7
2018-05-25 16:00:00,42.51,20.16
2018-05-25 17:00:00,34.17,20.36
2018-05-25 18:00:00,34.16,24.93
2018-05-25 19:00:00,33.51,27.02
2018-05-25 20:00:00,29.25,24.81
2018-05-25 21:00:00,25.18,38.88
2018-05-25 22:00:00,25.67,22.01
2018-05-25 23:00:00,22.89,26.4
2018-05-26 00:00:00,21.18,25.05
2018-05-26 01:00:00,20.13,23.72
2018-05-26 02:00:00,20.2,26.12
2018-05-26 03:00:00,18.25,25.06
2018-05-26 04:00:00,18.2,35.54
2018-05-26 05:00:00,19.34,23.55
2018-05-26 06:00:00,23.22,21.24
2018-05-26 07:00:00,22.06,18.61
2018-05-26 08:00:00,23.72,24.56
2018-05-26 09:00:00,25.15,34.12
2018-05-26 10:00:00,32.02,39.42
2018-05-26 11:00:00,32.46,35.95
2018-05-26 12:00:00,32.81,33.79
2018-05-26 13:00:00,33.4,40.36
2018-05-26 14:00:00,33.69,37.21
2018-05-26 15:00:00,36.07,71.81
2018-05-26 16:00:00,34.81,60.21
2018-05-26 17:00:00,33.01,55.06
2018-05-26 18:00:00,31.98,37.88
2018-05-26 19:00:00,32.65,28.42
2018-05-26 20:00:00,26.66,40.51
2018-05-26 21:00:00,24.46,38.03
2018-05-26 22:00:00,23.69,31.05
2018-05-26 23:00:00,29.43,82.97
2018-05-27 00:00:00,25.22,43.78
2018-05-27 01:00:00,25.06,40.15
2018-05-27 02:00:00,22.99,34.73
2018-05-27 03:00:00,19.8,41.98
2018-05-27 04:00:00,19.88,34.78
2018-05-27 05:00:00,15.61,32.73
2018-05-27 06:00:00,16.13,28.37
2018-05-27 07:00:00,20.96,23.3
2018-05-27 08:00:00,25.38,35.95
2018-05-27 09:00:00,22.34,52.72
2018-05-27 10:00:00,21.29,41.45
2018-05-27 11:00:00,22.28,25.65
2018-05-27 12:00:00,23.63,39.06
2018-05-27 13:00:00,22.31,29.55
2018-05-27 14:00:00,24.21,28.07
2018-05-27 15:00:00,26.67,21.11
2018-05-27 16:00:00,22.31,22.75
2018-05-27 17:00:00,24.1,22.42
2018-05-27 18:00:00,23.14,30.69
2018-05-27 19:00:00,26.15,20.99
2018-05-27 20:00:00,22.57,19.24
2018-05-27 21:00:00,19.37,15.28
2018-05-27 22:00:00,15.75,14.86
2018-05-27 23:00:00,19.61,15.18
2018-05-28 00:00:00,17.98,15.52
2018-05-28 01:00:00,13.49,14.6
2018-05-28 02:00:00,13.51,17.23
2018-05-28 03:00:00,13.52,14.83
2018-05-28 04:00:00,13.51,22.42
2018-05-28 05:00:00,14.98,28.13
2018-05-28 06:00:00,15.69,22.49
2018-05-28 07:00:00,22.08,43.76
2018-05-28 08:00:00,22.21,22.6
2018-05-28 09:00:00,24.74,18.43
2018-05-28 10:00:00,28.24,31.14
2018-05-28 11:00:00,25.54,19.43
2018-05-28 12:00:00,25.56,16.33
2018-05-28 13:00:00,25.17,16.43
2018-05-28 14:00:00,27.36,16.55
2018-05-28 15:00:00,28.23,17.68
2018-05-28 16:00:00,32.08,21.76
2018-05-28 17:00:00,33.08,23.84
2018-05-28 18:00:00,34.21,22.77
2018-05-28 19:00:00,35.71,24.47
2018-05-28 20:00:00,29.08,25.43
2018-05-28 21:00:00,23.05,16.7
2018-05-28 22:00:00,20.88,17.45
2018-05-28 23:00:00,22.36,19.59
2018-05-29 00:00:00,20.8,17.23
2018-05-29 01:00:00,15.3,-4.1
2018-05-29 02:00:00,14.13,5.76
2018-05-29 03:00:00,16.8,18.56
2018-05-29 04:00:00,20.53,17.41
2018-05-29 05:00:00,23.47,21.67
2018-05-29 06:00:00,25.59,21.92
2018-05-29 07:00:00,24.29,19.2
2018-05-29 08:00:00,26.33,17.5
2018-05-29 09:00:00,26.8,18.46
2018-05-29 10:00:00,32.82,20.33
2018-05-29 11:00:00,31.24,25.83
2018-05-29 12:00:00,36.47,40.62
2018-05-29 13:00:00,36.39,38.56
2018-05-29 14:00:00,39.96,14.2
2018-05-29 15:00:00,41.2,41.59
2018-05-29 16:00:00,41.85,52.55
2018-05-29 17:00:00,31.37,58.45
2018-05-29 18:00:00,35.99,58.21
2018-05-29 19:00:00,36.18,55.2
2018-05-29 20:00:00,30.45,48.87
2018-05-29 21:00:00,25.55,39.78
2018-05-29 22:00:00,23.97,30.5
2018-05-29 23:00:00,22.43,56.28
2018-05-30 00:00:00,18.01,70.98
2018-05-30 01:00:00,20.68,57.47
2018-05-30 02:00:00,17.02,71.08
2018-05-30 03:00:00,18.97,53.46
2018-05-30 04:00:00,19.79,57.25
2018-05-30 05:00:00,22.91,69.09
2018-05-30 06:00:00,22.63,45.53
2018-05-30 07:00:00,22.25,40.79
2018-05-30 08:00:00,24.7,39.55
2018-05-30 09:00:00,24.7,35.85
2018-05-30 10:00:00,25.31,38.75
2018-05-30 11:00:00,27.15,40.18
2018-05-30 12:00:00,27.88,41.89
2018-05-30 13:00:00,29.15,39.71
2018-05-30 14:00:00,30.6,44.35
2018-05-30 15:00:00,31.08,48.64
2018-05-30 16:00:00,30.63,60.48
2018-05-30 17:00:00,27.77,50.28
2018-05-30 18:00:00,24.03,33.92
2018-05-30 19:00:00,26.99,33.37
2018-05-30 20:00:00,21.91,54.24
2018-05-30 21:00:00,22.28,56.76
2018-05-30 22:00:00,22.33,26.56
2018-05-30 23:00:00,21.1,26.92
2018-05-31 00:00:00,21.16,23.74
2018-05-31 01:00:00,17.6,21.91
2018-05-31 02:00:00,18.81,20.9
2018-05-31 03:00:00,17.64,21.62
2018-05-31 04:00:00,23.03,23.19
2018-05-31 05:00:00,23.26,20.15
2018-05-31 06:00:00,22.99,23.01
2018-05-31 07:00:00,23.9,29.36
2018-05-31 08:00:00,24.35,23.49
2018-05-31 09:00:00,26.29,23.23
2018-05-31 10:00:00,30.08,27.62
2018-05-31 11:00:00,31.15,32.24
2018-05-31 12:00:00,35.39,36.28
2018-05-31 13:00:00,34.98,36.08
2018-05-31 14:00:00,35.26,44.31
2018-05-31 15:00:00,37.0,45.18
2018-05-31 16:00:00,35.38,43.89
2018-05-31 17:00:00,30.99,43.98
2018-05-31 18:00:00,26.7,45.27
2018-05-31 19:00:00,27.31,39.87
2018-05-31 20:00:00,26.83,32.01
2018-05-31 21:00:00,24.24,31.03
2018-05-31 22:00:00,21.01,31.03
2018-05-31 23:00:00,23.32,20.47
2018-06-01 00:00:00,19.87,20.47
2018-06-01 01:00:00,17.81,23.66
2018-06-01 02:00:00,17.71,23.18
2018-06-01 03:00:00,18.1,24.94
2018-06-01 04:00:00,22.55,25.08
2018-06-01 05:00:00,23.5,21.74
2018-06-01 06:00:00,25.05,25.14
2018-06-01 07:00:00,23.62,27.1
2018-06-01 08:00:00,28.75,35.65
2018-06-01 09:00:00,28.87,29.69
2018-06-01 10:00:00,30.64,34.68
2018-06-01 11:00:00,32.23,34.05
2018-06-01 12:00:00,35.09,32.41
2018-06-01 13:00:00,37.95,32.64
2018-06-01 14:00:00,38.78,42.36
2018-06-01 15:00:00,44.05,32.97
2018-06-01 16:00:00,40.68,31.9
2018-06-01 17:00:00,38.04,48.09
2018-06-01 18:00:00,34.79,43.25
2018-06-01 19:00:00,34.78,53.52
2018-06-01 20:00:00,30.7,45.66
2018-06-01 21:00:00,28.57,26.36
2018-06-01 22:00:00,27.24,27.08
2018-06-01 23:00:00,27.33,43.81
2018-06-02 00:00:00,25.55,42.98
2018-06-02 01:00:00,27.26,50.08
2018-06-02 02:00:00,25.27,36.88
2018-06-02 03:00:00,24.2,32.81
2018-06-02 04:00:00,23.05,25.63
2018-06-02 05:00:00,21.28,23.91
2018-06-02 06:00:00,25.17,31.35
2018-06-02 07:00:00,22.57,53.03
2018-06-02 08:00:00,29.9,84.83
2018-06-02 09:00:00,31.41,67.78
2018-06-02 10:00:00,33.85,43.45
2018-06-02 11:00:00,33.9,49.24
2018-06-02 12:00:00,33.58,61.13
2018-06-02 13:00:00,35.48,145.85
2018-06-02 14:00:00,35.38,230.57
2018-06-02 15:00:00,35.25,182.31
2018-06-02 16:00:00,34.87,106.58
2018-06-02 17:00:00,34.25,171.56
2018-06-02 18:00:00,31.08,72.48
2018-06-02 19:00:00,32.55,43.7
2018-06-02 20:00:00,33.27,53.02
2018-06-02 21:00:00,24.59,41.11
2018-06-02 22:00:00,25.5,46.41
2018-06-02 23:00:00,29.73,28.91
2018-06-03 00:00:00,27.07,23.63
2018-06-03 01:00:00,26.05,27.19
2018-06-03 02:00:00,29.82,28.2
2018-06-03 03:00:00,24.02,44.71
2018-06-03 04:00:00,23.31,51.48
2018-06-03 05:00:00,20.37,37.73
2018-06-03 06:00:00,18.16,13.8
2018-06-03 07:00:00,17.03,16.12
2018-06-03 08:00:00,18.89,17.41
2018-06-03 09:00:00,21.39,17.9
2018-06-03 10:00:00,24.34,16.54
2018-06-03 11:00:00,23.06,16.23
2018-06-03 12:00:00,21.44,16.02
2018-06-03 13:00:00,20.31,16.31
2018-06-03 14:00:00,21.49,16.76
2018-06-03 15:00:00,24.65,16.88
